model,seed,val/top1
vitbs,s1,0.5059800148010254
effb3,s1,0.2927199900150299
effb3,s2,0.2706199884414673
res50,s2,0.3532600104808807
effb3,s3,0.2817200124263763
vitbs,s2,0.4979600012302398
vitbs,s3,0.5004199743270874
res50,s3,0.3513599932193756
res50,s1,0.352620005607605
