model,seed,t,val/top1
vitbs,s3,100,0.5081599950790405
vitbs,s1,100,0.512719988822937
vitbs,s2,1000,0.5042999982833862
vitbs,s2,100,0.5050600171089172
vitbs,s3,1000,0.5066800117492676
vitbs,s1,1000,0.5105599761009216
