model,seed,val/top1
res34,s2,0.5206800103187561
vitbs,s1,0.4359399974346161
effb3,s1,0.548039972782135
effb3,s2,0.5377600193023682
res50,s2,0.5179600119590759
effb3,s3,0.5489599704742432
vitbs,s2,0.4271399974822998
res34,s1,0.5168799757957458
vitbs,s3,0.4341199994087219
res50,s3,0.517799973487854
res34,s3,0.5197799801826477
res50,s1,0.5188999772071838
